task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
5889,transform dataset using Python,Data Engineering,EMP_42,2024-06-10,30,11,33,0.64
5890,monitor progress using Python,Task Management,EMP_21,2024-08-10,2,8,157,0.74
5891,build KPI dashboard using Python,Reporting,EMP_2,2024-04-07,4,27,17,0.87
5892,troubleshoot error using Python,Support,EMP_16,2024-06-03,2,36,54,0.57
5893,monitor progress using Python,Task Management,EMP_15,2024-02-15,28,28,117,0.84
5894,configure docker using Python,DevOps,EMP_45,2024-11-21,29,32,26,0.76
5895,prioritize tasks using Python,Task Management,EMP_18,2024-12-13,7,31,102,0.7
5896,handle ticket using Python,Support,EMP_8,2024-05-11,11,6,145,0.6
5897,track deadlines using Python,Task Management,EMP_37,2024-04-01,20,37,109,0.85
5898,optimize model using Python,Machine Learning,EMP_43,2024-03-07,23,40,40,0.79
5899,create dashboard using Python,Reporting,EMP_34,2024-09-30,16,3,85,0.87
5900,monitor progress using Python,Task Management,EMP_37,2024-08-27,12,35,46,0.72
5901,monitor system using Python,DevOps,EMP_23,2024-10-02,29,10,98,0.53
5902,resolve issue using Python,Support,EMP_21,2024-12-17,5,34,77,0.72
5903,track deadlines using Python,Task Management,EMP_41,2024-09-04,13,28,89,0.52
5904,apply NLP using Python,Machine Learning,EMP_14,2024-03-08,23,33,22,0.56
5905,clean data using Python,Data Engineering,EMP_22,2024-01-29,13,7,131,0.72
5906,assign tasks using Python,Task Management,EMP_7,2024-01-19,17,36,114,0.79
5907,assign tasks using Python,Task Management,EMP_5,2024-03-26,10,21,151,0.65
5908,monitor system using Python,DevOps,EMP_1,2024-04-21,7,23,76,0.9
5909,transform dataset using Python,Data Engineering,EMP_12,2024-01-10,22,36,100,0.57
5910,setup CI/CD using Python,DevOps,EMP_38,2024-02-16,25,9,81,0.73
5911,assign tasks using Python,Task Management,EMP_6,2024-03-01,3,24,142,0.67
5912,optimize query using Python,Data Engineering,EMP_24,2024-03-21,2,32,25,0.57
5913,build prediction model using Python,Machine Learning,EMP_3,2024-12-24,12,2,68,0.9
5914,monitor system using Python,DevOps,EMP_46,2024-03-10,1,30,40,0.87
5915,optimize query using Python,Data Engineering,EMP_17,2024-03-19,21,22,101,0.89
5916,monitor progress using Python,Task Management,EMP_12,2024-06-19,22,17,148,0.57
5917,deploy application using Python,DevOps,EMP_46,2024-06-28,1,28,86,0.68
5918,manage cloud using Python,DevOps,EMP_46,2024-12-11,5,40,22,0.94
5919,generate report using Python,Reporting,EMP_19,2024-05-15,3,18,95,0.61
5920,deploy application using Python,DevOps,EMP_33,2024-09-07,27,6,148,0.9
5921,monitor system using Python,DevOps,EMP_22,2024-06-03,17,18,158,0.59
5922,apply NLP using Python,Machine Learning,EMP_35,2024-05-27,7,28,142,0.94
5923,prepare report using Python,Reporting,EMP_25,2024-05-26,6,23,125,0.73
5924,build ETL pipeline using Python,Data Engineering,EMP_18,2024-02-29,17,29,68,0.91
5925,optimize model using Python,Machine Learning,EMP_10,2024-02-04,20,6,82,0.54
5926,track deadlines using Python,Task Management,EMP_17,2024-01-08,22,13,78,0.71
5927,create dashboard using Python,Reporting,EMP_31,2024-12-12,3,2,138,0.91
5928,build prediction model using Python,Machine Learning,EMP_22,2024-12-31,3,11,30,0.75
5929,build KPI dashboard using Python,Reporting,EMP_4,2024-08-24,11,28,69,0.55
5930,build ETL pipeline using Python,Data Engineering,EMP_45,2024-12-29,12,23,97,0.54
5931,resolve issue using Python,Support,EMP_23,2024-10-25,1,29,64,0.6
5932,setup CI/CD using Python,DevOps,EMP_50,2024-02-21,1,18,99,0.91
5933,prepare report using Python,Reporting,EMP_18,2024-10-10,30,7,97,0.92
5934,fix bug using Python,Support,EMP_29,2024-05-06,17,9,149,0.68
5935,prepare report using Python,Reporting,EMP_33,2024-02-20,6,15,115,0.71
5936,apply NLP using Python,Machine Learning,EMP_10,2024-01-14,7,40,95,0.66
5937,handle ticket using Python,Support,EMP_41,2024-02-23,27,27,80,0.51
5938,setup CI/CD using Python,DevOps,EMP_43,2024-03-31,7,33,38,0.54
5939,fix bug using Python,Support,EMP_38,2024-10-13,26,3,61,0.87
5940,build KPI dashboard using Python,Reporting,EMP_47,2024-01-14,29,27,152,0.86
5941,configure docker using Python,DevOps,EMP_27,2024-11-26,28,31,103,0.83
5942,configure docker using Python,DevOps,EMP_5,2024-06-29,17,19,86,0.66
5943,assist user using Python,Support,EMP_44,2024-07-31,6,7,143,0.78
5944,manage cloud using Python,DevOps,EMP_40,2024-08-01,28,21,128,0.5
5945,apply NLP using Python,Machine Learning,EMP_1,2024-07-11,6,1,142,0.9
5946,resolve issue using Python,Support,EMP_47,2024-02-13,25,19,147,0.61
5947,deploy application using Python,DevOps,EMP_45,2024-06-29,6,25,155,0.68
5948,monitor system using Python,DevOps,EMP_13,2024-03-16,20,25,43,0.92
5949,build prediction model using Python,Machine Learning,EMP_40,2024-12-11,28,2,82,0.8
5950,configure docker using Python,DevOps,EMP_42,2024-11-05,19,1,28,0.58
5951,manage cloud using Python,DevOps,EMP_45,2024-09-26,9,32,26,0.92
5952,create dashboard using Python,Reporting,EMP_42,2024-05-04,22,10,133,0.68
5953,clean data using Python,Data Engineering,EMP_43,2024-04-21,13,8,71,0.62
5954,setup CI/CD using Python,DevOps,EMP_29,2024-03-14,27,37,96,0.94
5955,design warehouse using Python,Data Engineering,EMP_45,2024-11-22,8,17,45,0.78
5956,troubleshoot error using Python,Support,EMP_6,2024-09-12,21,17,120,0.87
5957,create dashboard using Python,Reporting,EMP_13,2024-03-28,2,7,148,0.86
5958,transform dataset using Python,Data Engineering,EMP_48,2024-07-31,20,35,29,0.59
5959,analyze metrics using Python,Reporting,EMP_19,2024-02-08,24,28,98,0.59
5960,setup CI/CD using Python,DevOps,EMP_31,2024-08-12,16,6,61,0.7
5961,fix bug using Python,Support,EMP_22,2024-11-12,3,6,111,0.55
5962,assign tasks using Python,Task Management,EMP_30,2024-01-10,19,21,93,0.8
5963,train ML model using Python,Machine Learning,EMP_25,2024-01-07,30,17,71,0.86
5964,apply NLP using Python,Machine Learning,EMP_44,2024-06-11,3,3,150,0.93
5965,perform feature engineering using Python,Machine Learning,EMP_47,2024-11-02,11,39,131,0.92
5966,design warehouse using Python,Data Engineering,EMP_26,2024-10-30,9,11,32,0.78
5967,assist user using Python,Support,EMP_12,2024-01-03,26,37,132,0.9
5968,analyze metrics using Python,Reporting,EMP_40,2024-01-30,16,8,92,0.62
5969,train ML model using Python,Machine Learning,EMP_48,2024-02-02,4,20,57,0.54
5970,fix bug using Python,Support,EMP_4,2024-11-06,30,12,11,0.75
5971,deploy application using Python,DevOps,EMP_5,2024-07-17,25,37,30,0.56
5972,troubleshoot error using Python,Support,EMP_19,2024-11-16,10,15,19,0.74
5973,apply NLP using Python,Machine Learning,EMP_48,2024-07-10,11,11,121,0.5
5974,manage workload using Python,Task Management,EMP_43,2024-02-10,18,30,121,0.59
5975,transform dataset using Python,Data Engineering,EMP_1,2024-06-26,26,3,70,0.61
5976,setup CI/CD using Python,DevOps,EMP_5,2024-08-05,29,39,32,0.87
5977,resolve issue using Python,Support,EMP_27,2024-09-09,12,4,42,0.7
5978,clean data using Python,Data Engineering,EMP_43,2024-04-07,30,26,63,0.61
5979,train ML model using Python,Machine Learning,EMP_5,2024-06-11,20,12,88,0.62
5980,prepare report using Python,Reporting,EMP_18,2024-08-22,5,29,129,0.79
5981,transform dataset using Python,Data Engineering,EMP_4,2024-08-25,18,32,71,0.84
5982,monitor progress using Python,Task Management,EMP_44,2024-01-03,19,36,92,0.8
5983,optimize model using Python,Machine Learning,EMP_25,2024-01-23,20,26,11,0.64
5984,build KPI dashboard using Python,Reporting,EMP_36,2024-03-10,2,35,105,0.64
5985,track deadlines using Python,Task Management,EMP_17,2024-03-07,30,12,72,0.5
5986,troubleshoot error using Python,Support,EMP_25,2024-07-04,12,12,43,0.66
5987,assign tasks using Python,Task Management,EMP_40,2024-04-10,26,17,15,0.5
5988,perform feature engineering using Python,Machine Learning,EMP_29,2024-07-29,29,8,57,0.83
5989,create dashboard using Python,Reporting,EMP_48,2024-07-11,30,2,127,0.93
5990,monitor system using Python,DevOps,EMP_47,2024-02-12,6,17,160,0.61
5991,prioritize tasks using Python,Task Management,EMP_26,2024-04-22,30,16,58,0.77
5992,analyze metrics using Python,Reporting,EMP_6,2024-09-01,15,2,101,0.72
5993,assign tasks using Python,Task Management,EMP_24,2024-01-13,22,39,47,0.92
5994,build KPI dashboard using Python,Reporting,EMP_27,2024-04-12,13,13,38,0.59
5995,clean data using Python,Data Engineering,EMP_18,2024-10-30,15,5,66,0.84
5996,build prediction model using Python,Machine Learning,EMP_31,2024-03-22,28,19,127,0.82
5997,create dashboard using Python,Reporting,EMP_15,2024-05-10,27,8,131,0.94
5998,setup CI/CD using Python,DevOps,EMP_19,2024-07-15,24,5,45,0.78
5999,train ML model using Python,Machine Learning,EMP_42,2024-02-02,18,24,52,0.62
6000,monitor progress using Python,Task Management,EMP_45,2024-08-22,4,38,43,0.84
6001,build KPI dashboard using Python,Reporting,EMP_14,2024-01-21,3,5,10,0.68
6002,resolve issue using Python,Support,EMP_24,2024-10-03,29,33,56,0.68
6003,resolve issue using Python,Support,EMP_16,2024-03-29,2,31,158,0.83
6004,analyze metrics using Python,Reporting,EMP_29,2024-06-12,3,32,50,0.7
6005,monitor system using Python,DevOps,EMP_14,2024-06-16,13,25,147,0.94
6006,build prediction model using Python,Machine Learning,EMP_5,2024-02-09,21,15,147,0.57
6007,manage cloud using Python,DevOps,EMP_3,2024-06-05,3,29,155,0.77
6008,manage cloud using Python,DevOps,EMP_42,2024-07-13,5,21,15,0.7
6009,clean data using Python,Data Engineering,EMP_5,2024-01-28,9,6,77,0.64
6010,design warehouse using Python,Data Engineering,EMP_2,2024-10-21,22,36,77,0.72
6011,prepare report using Python,Reporting,EMP_17,2024-07-18,4,18,40,0.59
6012,optimize query using Python,Data Engineering,EMP_47,2024-06-23,16,4,46,0.91
6013,perform feature engineering using Python,Machine Learning,EMP_9,2024-03-23,10,26,33,0.61
6014,train ML model using Python,Machine Learning,EMP_16,2024-10-03,16,30,152,0.74
6015,build ETL pipeline using Python,Data Engineering,EMP_2,2024-11-24,11,5,158,0.93
6016,manage cloud using Python,DevOps,EMP_20,2024-03-31,14,23,54,0.88
6017,train ML model using Python,Machine Learning,EMP_6,2024-09-15,2,7,156,0.75
6018,assign tasks using Python,Task Management,EMP_28,2024-05-20,16,24,22,0.83
6019,manage cloud using Python,DevOps,EMP_40,2024-04-28,15,23,101,0.79
6020,optimize query using Python,Data Engineering,EMP_3,2024-02-02,22,23,136,0.55
6021,build KPI dashboard using Python,Reporting,EMP_8,2024-12-01,6,25,156,0.8
6022,configure docker using Python,DevOps,EMP_6,2024-04-22,10,5,109,0.66
6023,handle ticket using Python,Support,EMP_29,2024-05-08,25,20,75,0.58
6024,analyze metrics using Python,Reporting,EMP_9,2024-07-08,8,36,58,0.75
6025,handle ticket using Python,Support,EMP_48,2024-01-23,17,19,45,0.5
6026,build KPI dashboard using Python,Reporting,EMP_33,2024-08-17,13,34,42,0.58
6027,deploy application using Python,DevOps,EMP_43,2024-07-29,7,24,97,0.66
6028,analyze metrics using Python,Reporting,EMP_27,2024-07-01,20,35,130,0.75
6029,analyze metrics using Python,Reporting,EMP_42,2024-07-15,12,11,121,0.79
6030,optimize query using Python,Data Engineering,EMP_1,2024-01-06,17,38,155,0.87
6031,manage workload using Python,Task Management,EMP_4,2024-04-05,6,7,41,0.88
6032,apply NLP using Python,Machine Learning,EMP_12,2024-04-16,9,11,122,0.83
6033,monitor progress using Python,Task Management,EMP_6,2024-10-07,22,3,66,0.68
6034,optimize query using Python,Data Engineering,EMP_48,2024-07-31,10,8,29,0.66
6035,train ML model using Python,Machine Learning,EMP_31,2024-03-09,1,6,104,0.84
6036,assign tasks using Python,Task Management,EMP_32,2024-05-17,23,39,63,0.66
6037,monitor progress using Python,Task Management,EMP_48,2024-10-10,4,28,156,0.76
6038,prioritize tasks using Python,Task Management,EMP_11,2024-01-22,16,38,154,0.69
6039,build KPI dashboard using Python,Reporting,EMP_8,2024-06-07,11,18,57,0.81
6040,handle ticket using Python,Support,EMP_27,2024-07-24,9,7,117,0.77
6041,assist user using Python,Support,EMP_36,2024-04-15,19,8,63,0.65
6042,optimize model using Python,Machine Learning,EMP_46,2024-06-23,4,40,128,0.84
6043,manage cloud using Python,DevOps,EMP_43,2024-10-06,2,27,81,0.87
6044,handle ticket using Python,Support,EMP_24,2024-03-08,28,39,69,0.69
6045,assist user using Python,Support,EMP_36,2024-11-13,3,21,23,0.79
6046,fix bug using Python,Support,EMP_22,2024-04-28,6,19,155,0.76
6047,assist user using Python,Support,EMP_10,2024-02-11,24,7,130,0.62
6048,transform dataset using Python,Data Engineering,EMP_27,2024-11-03,9,8,45,0.52
6049,assist user using Python,Support,EMP_44,2024-07-02,1,15,40,0.64
6050,create dashboard using Python,Reporting,EMP_30,2024-03-02,13,22,83,0.9
6051,monitor progress using Python,Task Management,EMP_27,2024-10-15,14,3,28,0.81
6052,train ML model using Python,Machine Learning,EMP_26,2024-10-14,30,32,67,0.63
6053,apply NLP using Python,Machine Learning,EMP_26,2024-07-15,6,35,131,0.9
6054,setup CI/CD using Python,DevOps,EMP_40,2024-09-05,20,7,28,0.62
6055,design warehouse using Python,Data Engineering,EMP_40,2024-03-28,9,37,36,0.92
6056,build KPI dashboard using Python,Reporting,EMP_34,2024-04-28,5,28,38,0.54
6057,setup CI/CD using Python,DevOps,EMP_32,2024-11-12,14,37,57,0.77
6058,troubleshoot error using Python,Support,EMP_34,2024-07-26,26,18,61,0.94
6059,build KPI dashboard using Python,Reporting,EMP_49,2024-03-11,26,9,25,0.63
6060,optimize query using Python,Data Engineering,EMP_13,2024-04-09,20,3,136,0.61
6061,handle ticket using Python,Support,EMP_5,2024-06-05,21,3,129,0.62
6062,fix bug using Python,Support,EMP_14,2024-09-23,23,20,149,0.85
6063,resolve issue using Python,Support,EMP_25,2024-12-01,11,14,34,0.66
6064,design warehouse using Python,Data Engineering,EMP_20,2024-08-22,24,38,85,0.86
6065,prioritize tasks using Python,Task Management,EMP_46,2024-11-06,15,29,54,0.59
6066,build prediction model using Python,Machine Learning,EMP_34,2024-09-10,7,19,24,0.64
6067,deploy application using Python,DevOps,EMP_32,2024-01-18,2,4,34,0.58
6068,perform feature engineering using Python,Machine Learning,EMP_41,2024-01-24,17,16,97,0.9
6069,optimize model using Python,Machine Learning,EMP_34,2024-06-08,7,15,147,0.67
6070,optimize model using Python,Machine Learning,EMP_50,2024-04-17,11,16,159,0.63
6071,troubleshoot error using Python,Support,EMP_33,2024-07-05,9,35,156,0.9
6072,resolve issue using Python,Support,EMP_40,2024-04-28,21,31,33,0.93
6073,train ML model using Python,Machine Learning,EMP_44,2024-11-14,8,11,136,0.94
6074,monitor system using Python,DevOps,EMP_1,2024-12-01,19,13,120,0.7
6075,deploy application using Python,DevOps,EMP_13,2024-10-07,24,8,125,0.7
6076,transform dataset using Python,Data Engineering,EMP_12,2024-07-16,2,20,160,0.51
6077,track deadlines using Python,Task Management,EMP_22,2024-07-17,2,11,47,0.93
6078,assist user using Python,Support,EMP_28,2024-09-15,8,19,155,0.88
6079,handle ticket using Python,Support,EMP_21,2024-05-18,13,11,11,0.95
6080,apply NLP using Python,Machine Learning,EMP_15,2024-11-12,11,36,121,0.91
6081,generate report using Python,Reporting,EMP_49,2024-09-10,26,34,120,0.56
6082,monitor progress using Python,Task Management,EMP_20,2024-09-26,18,39,17,0.64
6083,clean data using Python,Data Engineering,EMP_37,2024-05-11,26,33,76,0.95
6084,apply NLP using Python,Machine Learning,EMP_41,2024-09-05,9,37,155,0.55
6085,monitor progress using Python,Task Management,EMP_22,2024-07-16,22,12,75,0.82
6086,monitor progress using Python,Task Management,EMP_45,2024-07-06,3,39,70,0.59
6087,clean data using Python,Data Engineering,EMP_8,2024-07-02,19,30,150,0.89
6088,train ML model using Python,Machine Learning,EMP_1,2024-06-23,30,38,78,0.88
6089,generate report using Python,Reporting,EMP_45,2024-09-18,25,19,21,0.56
6090,build prediction model using Python,Machine Learning,EMP_38,2024-10-18,13,15,46,0.76
6091,clean data using Python,Data Engineering,EMP_33,2024-02-26,9,16,117,0.68
6092,perform feature engineering using Python,Machine Learning,EMP_40,2024-02-26,16,22,96,0.94
6093,handle ticket using Python,Support,EMP_29,2024-11-01,10,38,89,0.8
6094,manage cloud using Python,DevOps,EMP_46,2024-05-06,26,33,24,0.71
6095,fix bug using Python,Support,EMP_22,2024-04-29,23,9,61,0.55
6096,optimize model using Python,Machine Learning,EMP_21,2024-10-14,16,25,131,0.77
6097,perform feature engineering using Python,Machine Learning,EMP_44,2024-11-24,19,32,30,0.65
6098,build prediction model using Python,Machine Learning,EMP_45,2024-03-09,8,32,143,0.72
6099,resolve issue using Python,Support,EMP_8,2024-06-29,26,28,84,0.94
6100,deploy application using Python,DevOps,EMP_36,2024-08-30,6,25,131,0.71
6101,build KPI dashboard using Python,Reporting,EMP_13,2024-05-27,17,8,59,0.73
6102,deploy application using Python,DevOps,EMP_32,2024-02-09,16,20,35,0.62
6103,optimize query using Python,Data Engineering,EMP_20,2024-02-26,27,1,123,0.63
6104,build prediction model using Python,Machine Learning,EMP_42,2024-03-07,9,15,22,0.54
6105,build ETL pipeline using Python,Data Engineering,EMP_11,2024-10-03,4,27,11,0.53
6106,track deadlines using Python,Task Management,EMP_16,2024-02-05,6,12,153,0.6
6107,troubleshoot error using Python,Support,EMP_19,2024-03-09,19,37,49,0.77
6108,configure docker using Python,DevOps,EMP_36,2024-02-12,18,7,56,0.56
6109,assign tasks using Python,Task Management,EMP_18,2024-01-31,23,33,59,0.91
6110,assist user using Python,Support,EMP_9,2024-03-05,16,37,130,0.83
6111,track deadlines using Python,Task Management,EMP_46,2024-11-14,1,15,128,0.94
6112,prioritize tasks using Python,Task Management,EMP_17,2024-01-03,8,36,136,0.76
6113,assist user using Python,Support,EMP_4,2024-02-28,7,25,59,0.65
6114,deploy application using Python,DevOps,EMP_32,2024-01-08,21,32,156,0.61
6115,manage cloud using Python,DevOps,EMP_45,2024-02-01,11,5,118,0.59
6116,train ML model using Python,Machine Learning,EMP_42,2024-10-22,12,15,41,0.78
6117,configure docker using Python,DevOps,EMP_23,2024-05-19,14,39,85,0.58
6118,monitor system using Python,DevOps,EMP_21,2024-08-13,3,36,122,0.67
6119,perform feature engineering using Python,Machine Learning,EMP_7,2024-12-16,30,15,74,0.68
6120,monitor system using Python,DevOps,EMP_25,2024-06-28,20,16,155,0.91
6121,clean data using Python,Data Engineering,EMP_16,2024-09-28,2,25,98,0.73
6122,perform feature engineering using Python,Machine Learning,EMP_4,2024-08-05,3,14,32,0.82
6123,apply NLP using Python,Machine Learning,EMP_5,2024-06-28,28,11,144,0.73
6124,generate report using Python,Reporting,EMP_7,2024-12-12,13,29,81,0.68
6125,design warehouse using Python,Data Engineering,EMP_26,2024-12-02,20,38,31,0.78
6126,perform feature engineering using Python,Machine Learning,EMP_1,2024-11-22,30,17,42,0.69
6127,assist user using Python,Support,EMP_31,2024-06-18,24,23,25,0.71
6128,assist user using Python,Support,EMP_46,2024-12-02,3,8,104,0.92
6129,monitor system using Python,DevOps,EMP_28,2024-05-03,16,38,74,0.51
6130,monitor progress using Python,Task Management,EMP_33,2024-04-14,16,29,38,0.71
6131,perform feature engineering using Python,Machine Learning,EMP_5,2024-11-25,13,19,84,0.89
6132,manage cloud using Python,DevOps,EMP_9,2024-12-08,25,11,23,0.84
6133,design warehouse using Python,Data Engineering,EMP_24,2024-07-21,30,5,37,0.57
6134,design warehouse using Python,Data Engineering,EMP_14,2024-01-06,10,12,78,0.85
6135,resolve issue using Python,Support,EMP_37,2024-11-10,16,18,124,0.87
6136,manage workload using Python,Task Management,EMP_27,2024-03-11,12,25,31,0.73
6137,apply NLP using Python,Machine Learning,EMP_9,2024-12-26,30,4,138,0.63
6138,resolve issue using Python,Support,EMP_2,2024-05-06,18,19,157,0.93
6139,prioritize tasks using Python,Task Management,EMP_13,2024-06-23,23,14,60,0.57
6140,transform dataset using Python,Data Engineering,EMP_35,2024-05-30,10,28,33,0.81
6141,create dashboard using Python,Reporting,EMP_2,2024-02-25,29,32,154,0.71
6142,build ETL pipeline using Python,Data Engineering,EMP_12,2024-01-22,15,23,125,0.93
6143,perform feature engineering using Python,Machine Learning,EMP_13,2024-08-12,18,27,52,0.5
6144,generate report using Python,Reporting,EMP_36,2024-08-08,9,11,94,0.55
6145,assist user using Python,Support,EMP_49,2024-08-28,22,7,54,0.62
6146,troubleshoot error using Python,Support,EMP_41,2024-06-08,20,34,50,0.71
6147,clean data using Python,Data Engineering,EMP_21,2024-08-31,16,20,149,0.84
6148,perform feature engineering using Python,Machine Learning,EMP_21,2024-11-01,12,38,69,0.77
6149,optimize model using Python,Machine Learning,EMP_31,2024-04-20,18,35,157,0.63
6150,build ETL pipeline using Python,Data Engineering,EMP_50,2024-01-22,20,10,34,0.78
6151,prepare report using Python,Reporting,EMP_37,2024-04-25,10,15,47,0.88
6152,perform feature engineering using Python,Machine Learning,EMP_33,2024-06-19,21,33,116,0.64
6153,design warehouse using Python,Data Engineering,EMP_50,2024-03-04,1,8,89,0.84
6154,generate report using Python,Reporting,EMP_14,2024-12-07,29,10,54,0.55
6155,generate report using Python,Reporting,EMP_5,2024-11-17,5,4,117,0.65
6156,assist user using Python,Support,EMP_1,2024-08-19,17,17,65,0.61
6157,train ML model using Python,Machine Learning,EMP_12,2024-02-04,7,22,59,0.7
6158,deploy application using Python,DevOps,EMP_24,2024-12-05,4,27,30,0.53
6159,fix bug using Python,Support,EMP_30,2024-10-24,29,20,85,0.9
6160,troubleshoot error using Python,Support,EMP_49,2024-01-03,14,8,20,0.78
6161,manage cloud using Python,DevOps,EMP_32,2024-07-18,16,32,142,0.92
6162,generate report using Python,Reporting,EMP_2,2024-04-17,12,24,150,0.84
6163,perform feature engineering using Python,Machine Learning,EMP_15,2024-11-25,14,28,67,0.57
6164,create dashboard using Python,Reporting,EMP_42,2024-11-28,20,21,154,0.63
6165,analyze metrics using Python,Reporting,EMP_14,2024-09-16,4,8,42,0.6
6166,configure docker using Python,DevOps,EMP_26,2024-08-08,9,2,35,0.93
6167,prepare report using Python,Reporting,EMP_24,2024-06-01,11,35,43,0.84
6168,track deadlines using Python,Task Management,EMP_39,2024-10-21,18,37,119,0.87
6169,track deadlines using Python,Task Management,EMP_25,2024-03-07,7,22,50,0.68
6170,clean data using Python,Data Engineering,EMP_30,2024-06-04,3,12,54,0.94
6171,setup CI/CD using Python,DevOps,EMP_9,2024-10-04,19,2,121,0.85
6172,manage workload using Python,Task Management,EMP_10,2024-12-30,23,5,23,0.51
6173,build KPI dashboard using Python,Reporting,EMP_26,2024-12-27,6,6,95,0.93
6174,perform feature engineering using Python,Machine Learning,EMP_45,2024-02-28,4,15,92,0.83
6175,optimize query using Python,Data Engineering,EMP_30,2024-05-12,24,17,87,0.52
6176,transform dataset using Python,Data Engineering,EMP_17,2024-11-16,15,36,126,0.87
6177,train ML model using Python,Machine Learning,EMP_19,2024-12-21,22,7,107,0.6
6178,prioritize tasks using Python,Task Management,EMP_43,2024-06-05,19,27,145,0.82
6179,assist user using Python,Support,EMP_33,2024-07-04,12,20,17,0.72
6180,prepare report using Python,Reporting,EMP_41,2024-09-27,2,21,80,0.74
6181,optimize query using Python,Data Engineering,EMP_38,2024-01-26,17,18,17,0.53
6182,optimize model using Python,Machine Learning,EMP_1,2024-03-01,4,21,79,0.78
6183,build prediction model using Python,Machine Learning,EMP_25,2024-06-14,14,24,18,0.81
6184,build KPI dashboard using Python,Reporting,EMP_39,2024-03-24,20,38,89,0.77
6185,fix bug using Python,Support,EMP_44,2024-09-04,1,19,91,0.62
6186,train ML model using Python,Machine Learning,EMP_29,2024-03-27,6,40,63,0.85
6187,manage cloud using Python,DevOps,EMP_47,2024-05-01,23,36,132,0.55
6188,apply NLP using Python,Machine Learning,EMP_20,2024-01-20,14,36,13,0.82
6189,monitor progress using Python,Task Management,EMP_16,2024-11-29,10,17,68,0.73
6190,prioritize tasks using Python,Task Management,EMP_42,2024-09-03,17,1,80,0.69
6191,apply NLP using Python,Machine Learning,EMP_13,2024-01-01,18,12,154,0.87
6192,design warehouse using Python,Data Engineering,EMP_17,2024-04-10,17,15,139,0.79
6193,train ML model using Python,Machine Learning,EMP_29,2024-12-10,5,2,60,0.53
6194,perform feature engineering using Python,Machine Learning,EMP_47,2024-11-15,7,18,70,0.79
6195,perform feature engineering using Python,Machine Learning,EMP_46,2024-10-08,28,17,120,0.58
6196,build ETL pipeline using Python,Data Engineering,EMP_50,2024-01-11,10,29,122,0.82
6197,assist user using Python,Support,EMP_28,2024-11-15,25,5,156,0.82
6198,design warehouse using Python,Data Engineering,EMP_18,2024-12-22,8,10,98,0.72
6199,train ML model using Python,Machine Learning,EMP_2,2024-11-24,16,39,31,0.92
6200,deploy application using Python,DevOps,EMP_6,2024-08-06,1,4,13,0.6
6201,handle ticket using Python,Support,EMP_14,2024-02-24,30,5,135,0.86
6202,clean data using Python,Data Engineering,EMP_10,2024-09-19,3,35,47,0.79
6203,resolve issue using Python,Support,EMP_48,2024-04-24,18,33,53,0.52
6204,optimize query using Python,Data Engineering,EMP_40,2024-01-31,9,40,142,0.75
6205,optimize model using Python,Machine Learning,EMP_25,2024-06-17,20,6,86,0.57
6206,optimize query using Python,Data Engineering,EMP_18,2024-07-31,17,3,52,0.75
6207,configure docker using Python,DevOps,EMP_23,2024-07-07,20,29,69,0.6
6208,assist user using Python,Support,EMP_26,2024-01-19,1,9,153,0.75
6209,analyze metrics using Python,Reporting,EMP_10,2024-09-08,22,32,23,0.51
6210,build KPI dashboard using Python,Reporting,EMP_38,2024-09-17,11,33,13,0.69
6211,monitor system using Python,DevOps,EMP_10,2024-03-13,27,14,12,0.76
6212,transform dataset using Python,Data Engineering,EMP_21,2024-02-23,11,34,72,0.7
6213,monitor progress using Python,Task Management,EMP_29,2024-03-19,8,16,153,0.83
6214,design warehouse using Python,Data Engineering,EMP_11,2024-08-05,25,7,134,0.75
6215,setup CI/CD using Python,DevOps,EMP_34,2024-01-18,2,25,77,0.61
6216,build KPI dashboard using Python,Reporting,EMP_31,2024-02-06,25,33,156,0.69
6217,configure docker using Python,DevOps,EMP_5,2024-12-01,26,38,136,0.82
6218,monitor system using Python,DevOps,EMP_28,2024-01-19,24,37,100,0.83
6219,configure docker using Python,DevOps,EMP_25,2024-01-07,22,28,15,0.89
6220,track deadlines using Python,Task Management,EMP_23,2024-09-29,7,33,160,0.75
6221,design warehouse using Python,Data Engineering,EMP_24,2024-10-28,28,14,119,0.75
6222,build ETL pipeline using Python,Data Engineering,EMP_8,2024-07-20,7,29,137,0.79
6223,assist user using Python,Support,EMP_40,2024-01-10,10,24,60,0.88
6224,assign tasks using Python,Task Management,EMP_7,2024-10-05,15,37,10,0.75
6225,assign tasks using Python,Task Management,EMP_26,2024-07-09,9,18,128,0.7
6226,transform dataset using Python,Data Engineering,EMP_33,2024-12-25,30,9,155,0.64
6227,optimize model using Python,Machine Learning,EMP_24,2024-01-12,13,32,71,0.52
6228,manage cloud using Python,DevOps,EMP_6,2024-04-14,13,34,139,0.7
6229,prepare report using Python,Reporting,EMP_22,2024-11-04,27,8,29,0.6
6230,configure docker using Python,DevOps,EMP_16,2024-02-04,23,5,125,0.67
6231,track deadlines using Python,Task Management,EMP_48,2024-03-10,8,19,28,0.72
6232,analyze metrics using Python,Reporting,EMP_35,2024-03-09,18,39,120,0.57
6233,fix bug using Python,Support,EMP_27,2024-10-22,26,6,54,0.92
